cycle,b1c0,b1c11,b1c14,b1c15,b1c16,b1c17,b1c18,b1c19,b1c1,b1c20,b1c21,b1c23,b1c24,b1c25,b1c26,b1c27,b1c28,b1c29,b1c2,b1c30,b1c31,b1c32,b1c33,b1c34,b1c35,b1c36,b1c37,b1c38,b1c39,b1c40,b1c41,b1c42,b1c43,b1c44,b1c45,b1c4,b1c5,b1c6,b1c7,b1c9,b2c0,b2c10,b2c11,b2c12,b2c13,b2c14,b2c17,b2c18,b2c19,b2c1,b2c20,b2c21,b2c22,b2c23,b2c24,b2c25,b2c26,b2c27,b2c28,b2c29,b2c2,b2c30,b2c31,b2c32,b2c33,b2c34,b2c35,b2c36,b2c37,b2c38,b2c39,b2c3,b2c40,b2c41,b2c42,b2c43,b2c44,b2c45,b2c46,b2c47,b2c4,b2c5,b2c6,b3c0,b3c10,b3c11,b3c12,b3c13,b3c14,b3c15,b3c16,b3c17,b3c18,b3c19,b3c1,b3c20,b3c21,b3c22,b3c24,b3c25,b3c26,b3c27,b3c28,b3c29,b3c30,b3c31,b3c33,b3c34,b3c35,b3c36,b3c3,b3c40,b3c41,b3c42,b3c43,b3c44,b3c45,b3c4,b3c5,b3c6,b3c7,b3c8,b3c9
49,1.076471817784812,1.0608065532059088,1.0766858741103518,1.0684362364222117,1.0870677197532355,1.0777670203130196,1.0688144971720523,1.088692392017605,1.0817380744834006,1.071013565177957,1.0834496960548397,1.0831657370660357,1.078653419997647,1.0794779540563968,1.091141598731846,1.0825830303812707,1.081146882286315,1.083317076341094,1.085859530822864,1.0833713204836513,1.0974820009421347,1.0811328216445435,1.0961201564020264,1.0808279354096235,1.0752406617979378,1.081826438430792,1.078712822535462,1.076161848281817,1.0861173057105236,1.0874999530842944,1.0834676947422812,1.0843605954226982,1.0710055200961004,1.087264542065324,1.087718922840734,1.0835250108031182,1.08096319436377,1.0817665521181248,1.0975244581118353,1.0882338325979823,1.0633381545472806,1.072488515251722,1.0751320603514904,1.0701500139262257,1.080000669354003,1.0826657100595165,1.0758053401914391,1.0650324090199665,1.0428715169739862,1.033725929180585,1.0888033808434932,1.0807005633004914,1.0849666713717905,1.076148278592665,1.0727820147368619,1.0713504828010412,1.0815700872989875,1.0713347854830597,1.0774404866870473,1.0789104372940166,1.0788771648316544,1.0729767860923238,1.0798931736947064,1.08021048273433,1.0850057498643597,1.0752540957169994,1.0741306389744352,1.0858608048034852,1.081333949145277,1.0755578501883272,1.0866351840102249,1.06280436240848,1.0824069251248694,1.075475889129412,1.0837399392133644,1.0802930457451834,1.0769358706828984,1.0752323992191446,1.0797292219696852,1.0497422819059117,1.0728855601827187,1.072665735792388,1.0661754308349116,1.0708460414045728,1.0648756454493715,1.0702338874981938,1.0766460045056974,1.069190261938049,1.077647085876087,1.0709584709141091,1.0639749789299389,1.0674525017259695,1.0691995413981443,1.0730209381123677,1.0680679339864851,1.0677998515869467,1.0623544335794952,1.0584971845084863,1.050881600502948,1.0650451544673711,1.075469596733451,1.0641431255907516,1.0450349240131624,1.0710865321010707,1.0720654100870872,1.0710292915458592,1.062501511446134,1.063549413633873,1.0647858729744584,1.0596394055641916,1.0650236488303106,1.0635218187685878,1.054793955598409,1.0699283718032002,1.0731540366586034,1.0737402799388946,1.071946983727789,1.0749634437101885,1.0535365919229762,1.0538823629001621,1.0702743675004975,1.068577515251771,1.0732019962430805
50,1.0765559031010443,1.0608155307697111,1.0766936023340528,1.0684536675170206,1.0870763612974401,1.0779475819526565,1.068719799920463,1.088657775437314,1.0817058588163657,1.0708699193353692,1.0833338158898316,1.0832415876387038,1.0787216399933537,1.079549323339771,1.0911847831764974,1.0826407356809056,1.0812245152433426,1.0834072423048853,1.0858295620607692,1.0834108690885642,1.0975196098859021,1.081208349343644,1.0962267625963558,1.080954411241136,1.0753664545508894,1.081947851194108,1.0788386211991758,1.0762023884267389,1.0861510865017658,1.087553548109174,1.0835436178074482,1.0844488050038703,1.071070178573576,1.0873268118726587,1.0878313676250355,1.0835270332802982,1.080968708917506,1.0817479742822036,1.0975113102905034,1.0883426207796867,1.0630878632932075,1.0724244471421989,1.075074507652087,1.069982078852028,1.0798657164471561,1.082665448496543,1.0758693071587737,1.0649148945050657,1.042695167414206,1.0325863265332826,1.0888015568440323,1.080657698639775,1.084946742006242,1.0760684097571627,1.0727454889586905,1.07130691263448,1.0815525859916173,1.0713213959072576,1.0774311782912924,1.0789335432883183,1.0788499901025395,1.0729607827161094,1.079888993317645,1.080203066843091,1.0850296928794347,1.0752453658579473,1.0741224536434126,1.0858643082662502,1.0813594925909884,1.0755775314540785,1.0866546551168748,1.0625523597570332,1.0824007894884344,1.0754757899886824,1.0837351293223298,1.0802984741780037,1.0769457715538182,1.0752179305634697,1.0797529776942576,1.0497079894992765,1.0727634710376646,1.0726447648236033,1.0659518928257683,1.0708422140517193,1.0648808979686606,1.0702213965132485,1.0766480120486384,1.0691186801224402,1.0776458819849508,1.0709519350523304,1.0639830578500917,1.067437996693156,1.0691604063465878,1.0730113007917519,1.0680500370966934,1.067802377546912,1.062216470037754,1.0585025841265376,1.050854475570748,1.0649999097478797,1.07545892607745,1.064133209634133,1.0448329785322887,1.0710864673080718,1.0720536247696504,1.0710080516178482,1.0625050445853108,1.063516273528141,1.0647749193852367,1.0596350421338976,1.0650115470115014,1.0635098105997873,1.0548034968229762,1.0699253035676504,1.0731327247059186,1.0737498984331355,1.0718928818672102,1.0749473838061474,1.053545726532684,1.053708019902936,1.07023688012808,1.0685710202753935,1.0732037909349819
51,1.0766024546184463,1.0608251005267084,1.07670172053983,1.0684689418631894,1.0870833302430498,1.0781757141915476,1.0686597069346775,1.0886613481504845,1.0816758485282802,1.0707247037414465,1.083205956521257,1.0832563822038062,1.0787803291030997,1.0796134981987309,1.0912333966950947,1.0826965699291535,1.081287877330155,1.0834836127501302,1.0858032102832254,1.083464203415515,1.0975728263796856,1.0812948049886781,1.0963434735217576,1.0810567026178841,1.0754639898142015,1.0820305942705435,1.0789191109460299,1.0762494810128667,1.0861983845170193,1.0875788463322085,1.0835856139723854,1.0845261447807943,1.0711174484433545,1.0873945785076509,1.0879499886003703,1.0835229651225746,1.080968739872342,1.0817270422812868,1.0974915478950853,1.088461956952726,1.0628612738488663,1.0723503044385698,1.075015163407986,1.0698063351752234,1.079720522340132,1.0826606639149605,1.0759138388535976,1.0647991985477978,1.0425067666453411,1.0314409682143983,1.088789830259321,1.0805989565448468,1.0849167695639022,1.0759755724826792,1.0727044271251818,1.071260114476642,1.0815194706929767,1.0713110978167384,1.0774099193668891,1.0789539206058811,1.078824262191464,1.0729339348628166,1.0798760558680836,1.080193044769587,1.0850487901199903,1.0752249025787997,1.0741067347941664,1.085860029661115,1.0813801765099913,1.075588452075909,1.0866674573315522,1.0622918113007997,1.0823824259272203,1.0754766332149153,1.083725540273473,1.080298561218199,1.076944251495352,1.0751901926616507,1.0797668357279386,1.0496736966854274,1.0726365709890358,1.0726170684373895,1.0657276638857458,1.0708246012359444,1.0648762195115282,1.0702040234596133,1.0766452916519718,1.0690591948629018,1.0776405484352023,1.0709366978077162,1.063984194657404,1.0674188256663393,1.0691059031240207,1.0729931776338169,1.0680205933584361,1.067804380883737,1.0620718553478097,1.058506198831685,1.0508294813840937,1.0649945176888487,1.0754466912037648,1.0641251051732368,1.0446312997761384,1.071090602109007,1.0720397905413703,1.0710224909874126,1.0625081169013881,1.0634900152162328,1.0647618546248092,1.0596296742407274,1.0649941591551333,1.06349322859254,1.0548129019576087,1.0699144750699285,1.0731193553758807,1.0737584032626422,1.0718193920383237,1.07492350377477,1.0535418801469285,1.0535128484719238,1.0702370129447472,1.0685600171302188,1.0732100327613447
52,1.0765997137076635,1.060832408159033,1.0767086972041204,1.0684808837223898,1.0870885853809038,1.07840886252168,1.0686532603678676,1.0887182295151072,1.08165029511366,1.0705758793773157,1.0830663007748673,1.0832076558584083,1.0788076635016575,1.0796462000941935,1.0912699967858779,1.0827295597334994,1.0813130500998982,1.0835185177320477,1.0857845222160007,1.0835111567668512,1.0976200899373132,1.0813656217015817,1.096432830360155,1.081100404486519,1.0755009943050147,1.0820517011679849,1.0789307562023136,1.0762839048476898,1.0862417166879592,1.0875634555428864,1.0835800139593654,1.0845687463935938,1.0711234586924439,1.0874392123279186,1.0880415264286516,1.0835123620206297,1.0809619024116328,1.0817026841061133,1.0974625172928507,1.0885642755612925,1.062609385806845,1.0722611547974992,1.0749516202866811,1.0696116110905711,1.0795633872182426,1.0826476052952156,1.0759324642983563,1.0646879745804534,1.042303283185117,1.0302893474662183,1.0887606918856367,1.0805179389145263,1.0848732516621231,1.075869040687254,1.0726589062186143,1.0712098996813604,1.0814671639163933,1.0713058586855682,1.0773695275070017,1.0789676906936472,1.0788015336279988,1.0728903792128295,1.079846425388879,1.0801915482273756,1.085056042592684,1.075204726347763,1.074079436558649,1.085846359821676,1.0813918269246043,1.0755876647019393,1.0866704015082953,1.062024579971892,1.082346557056823,1.0754768170778375,1.0837055577925931,1.0802867125983826,1.0769298998659982,1.0751477954786117,1.079768511263901,1.049637558764053,1.0725009820497968,1.072582123934418,1.065497724390068,1.0707978963955198,1.0648481456351613,1.0701815408639745,1.0766348067710187,1.0690339568006153,1.0776309159579975,1.070915779959661,1.0639752020170774,1.0673977510426866,1.0690318412618338,1.0729672356818045,1.0679799010172986,1.0678030934332712,1.0619185937670268,1.05850592168109,1.0508131622061274,1.065033191358145,1.075435280137654,1.0641175357597463,1.0444313689415174,1.071097022823658,1.0720227346031974,1.0710522316777136,1.0625076423986037,1.0634720168940617,1.0647471882873631,1.0596239183439415,1.064967741816313,1.0634715755846171,1.0548212071376781,1.069895708705233,1.0731112566709173,1.0737647061586761,1.071755156332414,1.0748938746795258,1.0535233698964233,1.0532977545849294,1.0702728454430352,1.0685446615287342,1.0732141421701453
53,1.0765455195995988,1.0608356839725763,1.076712778901875,1.0684879141031596,1.0870922968670793,1.0785913604987707,1.0686887738412918,1.0888125416393937,1.0816311375900702,1.0704212378637974,1.082918662085074,1.0831160955243895,1.0787895872356197,1.0796322092216317,1.091276694849767,1.0827213952248678,1.0812876178725115,1.083495855179849,1.085777039693821,1.0835268165763565,1.0976360719173346,1.0813929483619873,1.096457517135144,1.0810639435375158,1.0754600610070724,1.082010008031913,1.0788729983114305,1.0762869842862381,1.0862601874401945,1.087511993406494,1.0835327062517328,1.0845632104525222,1.0710769798033954,1.0874332733094996,1.088073440816113,1.0834938849426663,1.0809480720720057,1.0816744841890447,1.0974243726993307,1.0886224749656082,1.0623294076870011,1.0721590620230383,1.0748825071691654,1.0693917060635207,1.079397125404324,1.0826262950900882,1.0759286411391369,1.0645824639777384,1.0420872175632725,1.0291289190339836,1.088714701339232,1.0804176607240417,1.0848179490567824,1.075754495566379,1.0726078774206331,1.071157380329375,1.0814005131659832,1.0713052793096574,1.0773089329155017,1.0789736739687148,1.0787804177039906,1.072828658101319,1.0797974801501558,1.0801957436741019,1.085050204069442,1.0751834998659213,1.0740421022007454,1.0858268372005353,1.081393913139793,1.0755771856184189,1.0866654473494197,1.0617536145726836,1.082293814740161,1.0754741678900266,1.0836718085374315,1.0802621091388547,1.0769061680111118,1.0750949262609728,1.0797613500390053,1.0495983787660812,1.0723542457638995,1.0725410486370346,1.0652591180191022,1.0707678402663396,1.0647907748998617,1.0701555151563777,1.076615520034618,1.069042690896035,1.077615844080993,1.0708937910171914,1.063955855458198,1.0673764273983617,1.0689472213712161,1.07293443306416,1.067932762326429,1.0677956556807173,1.0617559107746042,1.058498941454359,1.050810357189504,1.0651012740344843,1.0754274340612566,1.0641081416461704,1.044234121578252,1.0711035911218723,1.0720033025042723,1.0710773035798902,1.0625014121775243,1.063457687742273,1.064730847941091,1.0596177121294037,1.0649325488326937,1.0634449416534828,1.0548273599927074,1.0698701725782573,1.0731039937520435,1.0737670959656376,1.0717227537459073,1.0748613473659043,1.0534945839097452,1.0530770237617968,1.0703219269425495,1.068525557525718,1.0732099125734231
54,1.0764515647551938,1.0608345656013818,1.076713141776623,1.0684892624696898,1.087093846510667,1.078674157120326,1.0687272177884033,1.088902838876749,1.0816196814639747,1.0702587553936291,1.0827688407667684,1.0830091472531103,1.0787302228534292,1.079574436071963,1.0912456181860097,1.082668126404734,1.081218509978421,1.0834205033767996,1.0857821935259713,1.0834936951567717,1.097603853060032,1.081360946466587,1.0963973485081648,1.0809492907016054,1.075346342226905,1.0819250768984474,1.0787672464610243,1.0762502465116075,1.0862417217387803,1.0874422855176933,1.0834648202179,1.0845146076347798,1.070986384536774,1.087364557465835,1.0880288411659575,1.0834669077778702,1.0809284682126747,1.0816419802945647,1.0973801624637074,1.0886240830747278,1.0620437479432037,1.07205096234858,1.0748073672425615,1.0691555740767351,1.0792276820035107,1.082599494565612,1.075904890141813,1.064481806173784,1.0418621423955416,1.0279515350689343,1.0886594291656526,1.0803061377292016,1.084757170304288,1.0756423507078505,1.072550252690326,1.0711045929249394,1.0813273679584876,1.0713062737711017,1.0772398239052616,1.0789731636315396,1.0787553513878496,1.0727600823824828,1.0797401938471103,1.0801895444119824,1.0850356636129566,1.0751477127408764,1.0739992429423275,1.0858073230223055,1.0813899610716526,1.0755628311483543,1.0866590069383892,1.0614795325998008,1.0822286869479947,1.0754658068637337,1.0836262222142166,1.0802294080969328,1.0768782959242351,1.0750384078908095,1.0797511829245052,1.0495562179304991,1.0721957921219865,1.072496388382487,1.065012847379643,1.07073827515394,1.0647150548042448,1.0701281617192293,1.076589352839851,1.0690645682672444,1.077596061263289,1.0708738922876233,1.0639308473361657,1.0673535061887698,1.0688751086410344,1.0728956401786571,1.0678850323383817,1.0677794384421733,1.0615837978085774,1.058483169135709,1.0508224383325102,1.0651769050092565,1.0754243338032639,1.0640955939263377,1.0440406120639303,1.0711081232723145,1.071985090791107,1.0710900887892536,1.0624890782709415,1.0634406334806261,1.0647102628741605,1.059608428383282,1.0648924177833998,1.0634150838253802,1.0548315631235043,1.0698402944700587,1.0730950840844846,1.0737643052836765,1.071723051950735,1.0748298391378734,1.0534611475846398,1.052868008910592,1.0703619501571715,1.068504954718311,1.0731937625238122
55,1.0763490784440752,1.0608298315126856,1.0767106645547508,1.068486355762581,1.0870917196079695,1.0786351871446587,1.0687289566123388,1.0889492470564344,1.0816153872293781,1.070086647328492,1.0826207544710469,1.0829070016727806,1.0786504661434702,1.0794917551520025,1.091183220205139,1.082583337216815,1.0811280380787924,1.0833160422502843,1.085797572257637,1.0834121182919105,1.0975243827746253,1.08127509350477,1.0962612007098824,1.0807801109904354,1.0751838853830704,1.081826033867815,1.0786450974944846,1.0761804729840683,1.0861906801788608,1.0873737879193044,1.0833990333746542,1.0844431825145258,1.0708750093076986,1.0872435813877934,1.0879168499583223,1.0834334936882342,1.0809053413095795,1.0816044189721408,1.097334332965394,1.0885785161470598,1.0617517555038383,1.0719442820984677,1.074727922133992,1.0689280185403949,1.0790621839085563,1.0825709948604971,1.075859208530242,1.06438517304317,1.041632707932475,1.0267464869013931,1.0886046738448538,1.0801936317886063,1.0846991464373459,1.075541325921304,1.072492084552427,1.0710535946065838,1.08125285204849,1.071304572123525,1.077186773631106,1.0789691165250188,1.078723053957709,1.0727085883610679,1.0796982064221363,1.080167324346589,1.085019963207681,1.0750948548567847,1.073956701178997,1.085792624397313,1.0813858540218457,1.0755499741513657,1.0866567697424994,1.0612024307258419,1.0821546966112923,1.0754517568162265,1.0835780310773948,1.080196068311097,1.0768530583070548,1.07498541048824,1.0797433050490821,1.049512568673442,1.0720300087720784,1.0724530816764883,1.0647628972166268,1.0707102325961033,1.0646481731625086,1.0701008803976269,1.0765597247582097,1.069076728425241,1.077574217961881,1.070856699121012,1.0639068687714401,1.0673242175919482,1.0688370924748636,1.0728518104724487,1.0678401157604955,1.067753513471451,1.0614030724384456,1.0584584264658061,1.050846402713429,1.0652425352812196,1.075424616016706,1.0640805080142826,1.0438512381097964,1.0711087955635898,1.071971485822191,1.071092770108164,1.0624718050370845,1.0634182114054547,1.0646812411220892,1.0595922821151806,1.0648524430967767,1.0633847855469334,1.0548343987129922,1.0698094405671466,1.073085270353844,1.073756157977845,1.0717395603754167,1.0748036935433942,1.0534255291882206,1.0526790799151962,1.0703861505308396,1.0684856468816613,1.0731658259386807
56,1.076282103255167,1.0608229226776973,1.0767076245221434,1.0684828122963181,1.0870847012508837,1.0784915852206942,1.0686781308468105,1.088936744295754,1.0816152208128178,1.069903817940054,1.0824747805258714,1.0828192134198475,1.0785751427535513,1.07940708665265,1.0911058019323516,1.0824896927675263,1.0810406059633872,1.0832111128279922,1.0858169533992714,1.0833003264936965,1.0974157492438332,1.0811595863700385,1.0960833186364238,1.0805904604676042,1.0750047642768898,1.0817363235244664,1.0785323670992457,1.0760959452397443,1.0861243227744293,1.0873180182731275,1.0833480076332966,1.084371873207696,1.0707676781594524,1.0870976950363291,1.087768760889267,1.0833981860269548,1.0808815570924233,1.0815615198681068,1.0972905794056582,1.088510897038136,1.0614163419221792,1.0718439871096455,1.0746491397325153,1.0687339467445183,1.0789069288932736,1.0825445535537583,1.0757930565133496,1.0642929995696309,1.0414083317074758,1.0255101382964888,1.0885593602565455,1.0800920625778208,1.0846506138285164,1.0754525602255542,1.07244701800703,1.071004278036767,1.081178369294454,1.071295745536575,1.077173845533884,1.0789654680419085,1.0786865433317676,1.072694473645089,1.0796921894505909,1.0801474110729767,1.0850108398815619,1.0750458628589339,1.0739214464090874,1.0857855163669246,1.0813871733226281,1.0755406660389395,1.086659513181708,1.060927019785422,1.082068511902284,1.075437863840144,1.0835403465325266,1.0801698223056042,1.0768394224750906,1.0749423333803039,1.0797420001727083,1.049469799873022,1.0718671601110734,1.0724175312793347,1.0645130474461788,1.070682890127479,1.0646166084379558,1.0700734161983019,1.076529262527207,1.0690687659925642,1.0775523706576906,1.0708412751889407,1.0638864057954776,1.0672821788362636,1.0688349266145827,1.0728042468618475,1.0677985702532922,1.0677203968296074,1.061216191924343,1.0584261536724104,1.050875577120066,1.0652891480009083,1.0754256742319432,1.0640647417734566,1.0436643290956482,1.0711042460083486,1.0719626836580904,1.0710894110065374,1.0624506183074738,1.0633928477280699,1.0646414652306058,1.0595676329316965,1.0648162892378905,1.0633558132113354,1.0548350774257802,1.0697807535497974,1.0730765786551846,1.0737431473182908,1.071755790234384,1.0747854464349569,1.0533868264529458,1.052505849633229,1.0704012818224173,1.0684684718403972,1.0731299227877986
57,1.0762872817357083,1.0608154808067949,1.076706402842058,1.0684823537218577,1.0870734058994875,1.0782923267490556,1.0685857762745887,1.0888774500134855,1.0816149492359854,1.0697109214153517,1.0823295486028721,1.082747712944925,1.078519651662674,1.0793358591628244,1.0910306272360366,1.0824064661042705,1.0809711385821599,1.0831250628079225,1.0858329713326358,1.0831833103155892,1.0973021948495076,1.081043532866271,1.0959041733958532,1.080415392172494,1.0748413685094915,1.0816645717170352,1.078439755217532,1.0760161965728914,1.0860611648901657,1.087276945124642,1.0833125799054062,1.0843147367922996,1.070679043980184,1.0869556962405191,1.0876206714055874,1.0833656893923376,1.080860034746267,1.0815145516480142,1.0972506730426812,1.0884467847618438,1.0609949557686469,1.0717520125115358,1.074577304471887,1.0685796928208635,1.0787646503486386,1.0825232016128277,1.0757166304651093,1.0642039655342503,1.0412019516650568,1.0242524451537076,1.088530813163479,1.080012229396372,1.08461428991068,1.0753704285238659,1.072425115563822,1.0709525813062541,1.0811035949867087,1.0712747099346538,1.0772070302218868,1.0789656361588256,1.0786488326155892,1.0727161623032613,1.0797228110578545,1.0801533075732284,1.0850131894490707,1.075026611468014,1.0738997293283699,1.085787416551224,1.081397059450698,1.0755348214021903,1.0866641915600637,1.0606628997420933,1.0819502078619003,1.0754325054867993,1.0835221485083835,1.0801567998243629,1.0768456314041797,1.0749133733860805,1.0797509237319798,1.0494297855665093,1.071718065171017,1.0723942109443676,1.0642646242199727,1.0706547737479568,1.0646263605980169,1.070044252052346,1.07649870158989,1.069043113829683,1.0775301186689479,1.0708263927832469,1.063865792557777,1.067225738015181,1.0688498014802919,1.072754401873178,1.06776035335086,1.067685725890287,1.0610275059160936,1.0583878210658664,1.0509023395393478,1.0653152894056546,1.0754253762812422,1.064049965816558,1.0434766637179553,1.0710930119826239,1.0719561249002825,1.071081332051285,1.0624250797485457,1.0633682672539346,1.0645928292469442,1.0595363170733945,1.064784514138478,1.063327795115159,1.0548314442455426,1.0697557289310458,1.073069551644696,1.0737257762381238,1.0717654413592204,1.074773568968106,1.0533436519073764,1.052336926898398,1.0704158638807653,1.0684515251684936,1.073092010284356
58,1.0763722544922674,1.0608089000079008,1.0767084375291194,1.068486387264178,1.0870604713826335,1.0780923673863259,1.0684752910346689,1.0887965632746333,1.0816120824856759,1.0695109310150408,1.0821845691992658,1.0826905022377897,1.078485762928415,1.0792826322717888,1.0909681267180995,1.082342052243775,1.0809228665763633,1.0830628981857129,1.085841306700769,1.0830797618318577,1.0972017390003417,1.0809468278250054,1.0957507166840437,1.0802845872694746,1.0747219722461399,1.0816054234130816,1.0783636420886673,1.0759527892633958,1.0860113275725565,1.0872468878199877,1.0832871616823072,1.0842741420012276,1.0706112751091221,1.0868350710828083,1.0874962602497609,1.0833398961735419,1.0808432320250048,1.0814662473357946,1.0972150384199164,1.0884003282777925,1.0604754596758226,1.0716679433319447,1.0745157512929966,1.0684509547179788,1.0786325591466297,1.0825082673450614,1.075642163534805,1.0641120495829686,1.041020869574929,1.0229927422545209,1.088522657280767,1.079958437650328,1.084588659216843,1.0752886221599942,1.072423283273668,1.070892574118868,1.0810276907551302,1.0712368679778899,1.0772706761667454,1.078970145633932,1.0786056469483905,1.0727515473791183,1.0797712321093647,1.080184660804532,1.085026300084733,1.0750400229642225,1.0738931769190154,1.0857982976596188,1.0814156152202727,1.0755326291962204,1.0866678492699613,1.0604169978946012,1.0817545262229,1.0754390719556444,1.0835221975142386,1.0801593908786267,1.0768736337752067,1.074898732081225,1.079771828125439,1.049392800826282,1.0715867573169782,1.0723830812085338,1.0640171847597226,1.0706247447017745,1.0646608947232563,1.0700117492582868,1.076467632535944,1.0690075071757064,1.0775052110976504,1.070810799339872,1.0638400182488654,1.0671662626474505,1.068858663882111,1.0727032517418027,1.067726300939188,1.0676553389098937,1.0608416502189026,1.0583435520848137,1.0509215857767595,1.0653241186174969,1.0754219350061585,1.0640365435060612,1.0432858152599886,1.0710732965114678,1.071949065295982,1.0710666647504765,1.062393753985122,1.0633453171658807,1.0645402218593556,1.059501364602411,1.0647551856967072,1.0632991617921435,1.0548219548019282,1.069733790157184,1.0730624729804579,1.0737045428568348,1.0717694532999644,1.0747627699805202,1.0532967264258724,1.0521621213521684,1.0704315663262927,1.0684322364414367,1.0730575421758823
59,1.076508635700034,1.060804250831961,1.0767147050005355,1.068493849069775,1.0870493627721607,1.077927562614207,1.0683659664205774,1.088716685586003,1.0816087458589434,1.0693079805672963,1.0820409412203476,1.0826442422362492,1.0784662455109377,1.0792445165865505,1.0909177306586104,1.0822931764196335,1.0808918970816725,1.083019626040722,1.0858441981028455,1.0829964116286481,1.0971210234001854,1.080875400738144,1.0956301855157524,1.080211516860225,1.0746617984999771,1.0815458824184296,1.0782921754764772,1.075906947225718,1.085975231003419,1.0872227319392116,1.0832655432942175,1.0842455763153738,1.0705590765762445,1.0867396285691755,1.0874017464345236,1.083326568706114,1.080833759652822,1.0814191996809153,1.0971837506673499,1.0883731982425804,1.0598850652312293,1.0715900349131384,1.0744618468695926,1.0683263543661172,1.0785036911584227,1.0824983036656695,1.0755760492887174,1.0640088572896513,1.0408581703238675,1.0217466890845117,1.0885310376355428,1.0799253503899793,1.0845697475903355,1.0752053264953083,1.0724293719342974,1.0708218870905348,1.080950059704264,1.0711825202040615,1.077338929022186,1.0789762672432555,1.078549153610187,1.0727770812522917,1.079815289890398,1.080214308664038,1.0850442620652268,1.0750641304493094,1.0738965195711403,1.085815507120191,1.0814405309862158,1.0755345735998931,1.0866699906121648,1.0601849804207728,1.0814195292872255,1.07545118502637,1.0835309874114982,1.0801746050911705,1.0769164238519628,1.0748939748505173,1.079802264329002,1.0493577316738685,1.0714683988216789,1.0723799885250096,1.063770044381104,1.070593464389282,1.0646965294548492,1.0699750603049054,1.0764361298974534,1.0689683686238718,1.0774754961374473,1.0707929234556284,1.0638080401731551,1.0671266065242628,1.068848991979476,1.072651236738841,1.0676974393736145,1.0676319154591283,1.0606609965558813,1.0582923692537354,1.0509324203984736,1.0653199866755243,1.0754128333183999,1.0640232536194574,1.0430914119733043,1.07104384441504,1.071939857010072,1.0710419658812453,1.0623562053469988,1.0633215553689033,1.0644887878719649,1.0594638695129395,1.064726355026157,1.0632686195795351,1.0548073296421787,1.0697132314647693,1.073052843758973,1.0736803799338266,1.071769209153494,1.0747469997190378,1.0532492546414245,1.0519767300294873,1.0704430052942766,1.0684096867525166,1.0730294169190815
60,1.0766466181683663,1.060803285013652,1.0767279584833487,1.0685038630128858,1.087044038604379,1.077807650310741,1.0682659494690459,1.088650159881844,1.0816120473483142,1.0691050776100888,1.0819000041132134,1.082605676178002,1.078451909067427,1.0792157329203624,1.0908679726965662,1.0822473734645026,1.0808720480331853,1.0829875714257784,1.085850609268122,1.0829297340382782,1.0970577913644646,1.080825117524566,1.095536929774343,1.0801832812262253,1.0746542976744289,1.0814725046779166,1.0782122380476,1.0758733003723693,1.0859480533429366,1.0872002406434125,1.0832434953605767,1.084223716782889,1.0705156287601225,1.086664816300511,1.087331831970807,1.0833367362732806,1.0808369970597327,1.0813742671142104,1.0971563591910043,1.0883603537716846,1.059267479709076,1.0715161534479103,1.074408530014817,1.0681904353630505,1.0783710440519574,1.0824890328622914,1.0755202030771218,1.0638896137684768,1.0406953554681284,1.020516460042944,1.0885441277775556,1.0799006859476121,1.0845533461931827,1.0751240592229288,1.072434473329891,1.0707448379851454,1.0808716364505482,1.0711197880551389,1.077388774169871,1.078981400520192,1.0784786184062438,1.0727829425867155,1.0798430685080047,1.0802137105623737,1.0850610040612583,1.0750780959583297,1.0739001511001178,1.0858337827287041,1.0814679119910058,1.0755395975365873,1.0866724618132708,1.0599516625669112,1.0808982863626173,1.0754557791091126,1.0835398203354707,1.0801952369269614,1.0769615520260907,1.074891751143389,1.079835166165791,1.0493229817861067,1.071353944801127,1.0723792072663958,1.063522547831897,1.0705640351337595,1.0647170236928565,1.0699343189663002,1.076405544886848,1.0689285069259142,1.0774404360458352,1.070770902289395,1.063772917391123,1.0671240209441653,1.0688210039129085,1.0725991605248089,1.067673718068853,1.0676137313518304,1.0604847070619305,1.0582340373054446,1.0509367966662264,1.0653056369415264,1.0753950244477295,1.0640077834424195,1.0428940214329088,1.0710051545530557,1.0719272866715017,1.0710047131397926,1.0623144539942344,1.063293680369195,1.064442606294461,1.0594229315679136,1.064698137852721,1.0632354405624347,1.0547901998460238,1.0696924696576127,1.0730393602748114,1.073654961581847,1.071763515683599,1.0747222693380682,1.0532054050633917,1.051781753322306,1.0704432484608049,1.0683842380827966,1.0730078628253719
