,cycle,b1c0,b1c11,b1c14,b1c15,b1c16,b1c17,b1c18,b1c19,b1c1,b1c20,b1c21,b1c23,b1c24,b1c25,b1c26,b1c27,b1c28,b1c29,b1c2,b1c30,b1c31,b1c32,b1c33,b1c34,b1c35,b1c36,b1c37,b1c38,b1c39,b1c40,b1c41,b1c42,b1c43,b1c44,b1c45,b1c4,b1c5,b1c6,b1c7,b1c9,b2c0,b2c10,b2c11,b2c12,b2c13,b2c14,b2c17,b2c18,b2c19,b2c1,b2c20,b2c21,b2c22,b2c23,b2c24,b2c25,b2c26,b2c27,b2c28,b2c29,b2c2,b2c30,b2c31,b2c32,b2c33,b2c34,b2c35,b2c36,b2c37,b2c38,b2c39,b2c3,b2c40,b2c41,b2c42,b2c43,b2c44,b2c45,b2c46,b2c47,b2c4,b2c5,b2c6,b3c0,b3c10,b3c11,b3c12,b3c13,b3c14,b3c15,b3c16,b3c17,b3c18,b3c19,b3c1,b3c20,b3c21,b3c22,b3c24,b3c25,b3c26,b3c27,b3c28,b3c29,b3c30,b3c31,b3c33,b3c34,b3c35,b3c36,b3c3,b3c40,b3c41,b3c42,b3c43,b3c44,b3c45,b3c4,b3c5,b3c6,b3c7,b3c8,b3c9
420,421,1.0661353,1.0441046,1.0610476,1.0496426,1.0725859,1.0642742,1.0263801,1.0616574,1.0730126,0.96486133,1.004421,1.0699183,1.0633699,1.0612007,1.0729015,1.0644969,1.0626876,1.0648965,1.0774316,1.0602268,1.0778944,1.0569133,1.0711539,1.0614412,1.0546577,1.0582402,1.0491129,1.0447255,1.0542666,1.0717559,1.0683273,1.0586683,1.0423359,1.0440958,1.0450461,1.0729982,1.0668255,1.0456281,1.0785729,1.0747852,,0.99025333,0.95200229,0.92524201,0.95977437,0.98537892,0.98463285,0.96046668,0.93363768,,0.98958015,0.97325444,1.0038769,1.0003239,0.99112725,0.9473725,0.95777422,0.95694184,1.0007746,1.0054411,0.91327488,0.97721511,0.9898296,1.0177863,1.0234729,1.0057825,0.95966238,1.0261787,0.98442811,0.96837902,0.96033925,,0.9839021,0.89463365,0.95611602,0.95033062,0.94951749,0.9824574,0.89988863,1.0094142,0.91494256,0.97256798,0.94135445,1.056124,1.0518668,1.0479167,1.0647668,1.0448282,1.0619375,1.0506036,1.0514525,1.0534499,1.0522908,1.0560639,1.0526031,1.050755,1.0072172,1.0455543,1.0331979,1.0512482,1.0605159,1.0445712,0.94670522,1.0507778,1.0584072,1.0517447,1.0479547,1.0470043,1.0486844,1.0410957,1.0510082,1.0415034,1.0387194,1.059872,1.0616376,1.0621952,1.0623611,1.0601455,1.0321642,0.97596341,1.0619893,1.0506623,1.063323
421,422,1.0638074,1.0441954,1.0604082,1.0495094,1.0727577,1.0642887,1.0265093,1.0620406,1.0729802,0.96468467,1.0043751,1.0694644,1.0634301,1.0616174,1.0728124,1.0637268,1.0621963,1.0649356,1.0774071,1.0601536,1.0778539,1.0566523,1.0711211,1.0613698,1.0546567,1.0579901,1.0484537,1.0443692,1.0540839,1.0715766,1.0680646,1.0585787,1.042195,1.0433676,1.0449946,1.0730807,1.0667326,1.0457525,1.0785636,1.0736796,,0.98961145,0.95104057,0.92411041,0.95911509,0.98425502,0.98369622,0.95991284,0.93267763,,0.98873478,0.97240335,1.003407,0.99946779,0.98974425,0.94607264,0.95579731,0.95530033,1.0015974,1.0040249,0.91130298,0.97573113,0.98898298,1.018581,1.0237098,1.0037428,0.95840812,1.0257263,0.98296136,0.96739322,0.95883155,,0.98272789,0.89255524,0.9547044,0.94874519,0.94776893,0.9811759,0.89723647,1.009281,0.91367924,0.97203028,0.94087213,1.0561764,1.0517647,1.0478376,1.0647652,1.0459391,1.0617504,1.0516803,1.0513737,1.0534346,1.0522892,1.0560039,1.0527287,1.0506195,1.0070267,1.0455099,1.0334029,1.0509089,1.0605701,1.0457214,0.94631463,1.0506561,1.0584338,1.0516648,1.0478795,1.0468979,1.0486684,1.0410235,1.050931,1.0413219,1.0386294,1.0596629,1.0616468,1.0621568,1.0623252,1.0601988,1.0321453,0.97583914,1.0608299,1.0507177,1.063248
422,423,1.0638028,1.0439115,1.0605595,1.049395,1.0727743,1.0643674,1.0267711,1.0620267,1.0727934,0.96414298,1.0029451,1.0700808,1.0635637,1.0611279,1.0728906,1.0645899,1.0623307,1.0638626,1.0771631,1.060024,1.0777785,1.0566317,1.0703412,1.0609312,1.0546781,1.0580853,1.0482975,1.0441152,1.0538565,1.0714468,1.0681998,1.0585514,1.0422372,1.0429282,1.0446767,1.0731308,1.0666693,1.0452818,1.0783626,1.0750972,,0.98899907,0.95016521,0.92292905,0.95833689,0.98288602,0.9823032,0.95902354,0.93194288,,0.98815769,0.971645,1.002648,0.99852329,0.98869336,0.9449541,0.95495933,0.95385063,1.0006763,1.0033802,0.90952587,0.97481978,0.98720783,1.0179473,1.0230409,1.0036622,0.95700091,1.0250825,0.98130184,0.9655593,0.95684648,,0.98207778,0.89029264,0.95300221,0.94666702,0.94598556,0.98009443,0.89469069,1.0092083,0.91190428,0.97057194,0.94071943,1.0561522,1.0505674,1.0477068,1.0647119,1.045784,1.061713,1.051643,1.0512925,1.0534091,1.0520972,1.0559523,1.0525365,1.0506139,1.0068856,1.0454499,1.033445,1.0510818,1.0604838,1.0456674,0.94597721,1.0506053,1.0583642,1.0514841,1.0478987,1.0468795,1.0486025,1.0408634,1.0509571,1.0411599,1.0386072,1.0595976,1.0616355,1.0621167,1.0624011,1.0600934,1.032167,0.97552538,1.0620195,1.0494177,1.0632372
423,424,1.0649275,1.0439297,1.0599308,1.049245,1.0728461,1.0643609,1.0266622,1.0621235,1.0725113,0.96424878,1.0032455,1.0700786,1.0636641,1.0609702,1.0731933,1.0646362,1.062838,1.0638885,1.0769451,1.0597674,1.0778222,1.0562925,1.0702782,1.0610033,1.0545908,1.0579504,1.0478884,1.0437946,1.0532964,1.0713503,1.0679712,1.0584351,1.0422213,1.0424848,1.0442132,1.0730109,1.0666035,1.0445383,1.0780692,1.0751795,,0.98805308,0.94933486,0.92233074,0.95707238,0.98182362,0.98163444,0.95757782,0.93060362,,0.9859069,0.97040248,1.0018927,0.9983207,0.98746175,0.94322228,0.95403159,0.95274097,0.99928087,1.0023141,0.9070785,0.97331464,0.98611534,1.0170367,1.0222538,1.0028427,0.95500582,1.0246052,0.97976637,0.96409625,0.95476919,,0.98103261,0.8881973,0.9509778,0.94511515,0.94380409,0.97925854,0.89216197,1.0089129,0.91034245,0.96896303,0.94022137,1.0561392,1.0492582,1.0476731,1.0646704,1.0456929,1.0615784,1.0515826,1.0513134,1.0533879,1.0520605,1.0558447,1.052676,1.0505666,1.0067537,1.0454538,1.033318,1.0508496,1.0603944,1.0455732,0.94556832,1.0505219,1.0583165,1.05146,1.0478338,1.0468214,1.0484442,1.0408566,1.0509514,1.04111,1.0384911,1.0596203,1.0615553,1.0621279,1.0622026,1.0600797,1.0320281,0.97546363,1.0620335,1.0506376,1.0632025
424,425,1.063531,1.0437229,1.0601915,1.0489707,1.0727631,1.0642288,1.0262524,1.0620039,1.0722644,0.96384239,1.0029634,1.0701809,1.0636497,1.0605316,1.0731466,1.064255,1.0624425,1.0642191,1.076761,1.0595556,1.0778513,1.0567282,1.0704018,1.060932,1.0544972,1.0578377,1.0475315,1.0437934,1.053239,1.0713031,1.0678262,1.0586233,1.0420473,1.0419865,1.04348,1.0728844,1.0665689,1.0445797,1.077733,1.0752778,,0.98826826,0.94834775,0.92151493,0.9560253,0.9807927,0.98086417,0.95718366,0.92977631,,0.98499817,0.96979642,1.0011042,0.99793917,0.98661882,0.9417361,0.9522993,0.95143831,0.99900281,1.0013729,0.90476441,0.97217453,0.9846915,1.0164963,1.0212882,1.0014013,0.95342499,1.0238312,0.97803849,0.96232837,0.95261145,,0.98003012,0.88580036,0.94933015,0.94355619,0.94216758,0.97785676,0.8895551,1.0089593,0.90921539,0.96767426,0.93947905,1.0560653,1.0517125,1.0474983,1.064501,1.0455743,1.0615131,1.0514747,1.051123,1.053329,1.0520329,1.0557694,1.0526087,1.0505124,1.0066061,1.0453919,1.0331874,1.0508845,1.0605319,1.0454433,0.94517392,1.0504361,1.0581821,1.0513294,1.047825,1.046829,1.0482948,1.0408216,1.0508966,1.0410166,1.0383891,1.0595608,1.0615103,1.0620649,1.0621948,1.060052,1.0318362,0.97508836,1.061942,1.0505027,1.0630733
425,426,1.0646373,1.044134,1.0602452,1.0491792,1.0727129,1.0640486,1.0259378,1.061798,1.072119,0.96304274,1.00234,1.0692509,1.0636998,1.060339,1.0708169,1.0644847,1.062516,1.0641642,1.0765847,1.0593902,1.0765669,1.0561903,1.0698626,1.0612501,1.0542725,1.0571897,1.0474942,1.043674,1.0530324,1.0712446,1.0673383,1.0582376,1.0421882,1.04185,1.0431005,1.0727184,1.0665714,1.0443053,1.0775282,1.0752543,,0.98803478,0.94731176,0.92032236,0.95517892,0.97923654,0.97928298,0.95626432,0.92867994,,0.98493397,0.96876705,1.0001941,0.99649042,0.9859677,0.94095051,0.95090258,0.94976044,0.99771947,0.99998522,0.90265006,0.97097731,0.98384136,1.0154531,1.0194895,1.0004073,0.95181596,1.0231935,0.97651207,0.96067548,0.95084929,,0.97938251,0.88394642,0.94744867,0.94166291,0.94048131,0.97668886,0.88718456,1.0085826,0.9072783,0.96652347,0.93869305,1.0560534,1.0513663,1.0473742,1.0644935,1.0454865,1.0614293,1.0513937,1.051306,1.0532942,1.0519466,1.0557642,1.0525601,1.0504022,1.0063611,1.0453948,1.0331683,1.0508353,1.0605314,1.045401,0.94483948,1.0503873,1.0582016,1.0511792,1.0478708,1.0466077,1.0483838,1.0407424,1.0509554,1.0409956,1.038314,1.0595479,1.0614551,1.0620103,1.0622473,1.059968,1.0317847,0.97498178,1.0619607,1.0504797,1.0629803
426,427,1.0513588,1.0439696,1.0596038,1.0489249,1.0724165,1.0638913,1.0257901,1.060681,1.0719939,0.96243697,1.0020809,1.0698301,1.0635754,1.0602293,1.0695053,1.0647126,1.0627358,1.0639619,1.076472,1.0590624,1.0776179,1.0560895,1.0696416,1.0612108,1.0541923,1.0571506,1.0473019,1.0434623,1.0526731,1.071167,1.0672609,1.0578665,1.0419439,1.0417292,1.042318,1.0725917,1.0665458,1.0436763,1.0773363,1.0752435,,0.98679304,0.94648886,0.91910034,0.95388162,0.97833121,0.97862756,0.95542186,0.92756683,,0.98355174,0.96798563,0.99928516,0.99645197,0.98499578,0.93892896,0.94975156,0.94802749,0.99731195,0.99916774,0.90150654,0.96956742,0.98264128,1.0147014,1.0198929,0.99809158,0.95026445,1.0226513,0.97460037,0.95876753,0.94815844,,0.9784888,0.88170683,0.94595033,0.94001716,0.93871123,0.97577351,0.88485616,1.0080975,0.90568167,0.96531296,0.93818158,1.0559905,1.0514601,1.0473582,1.0644147,1.0453942,1.0613681,1.0513662,1.0511633,1.0531983,1.0520149,1.0556958,1.0526202,1.0502613,1.0062617,1.0453805,1.0330003,1.0508614,1.0604552,1.0452528,0.94441837,1.0502052,1.058084,1.0511262,1.0476992,1.0466851,1.0483303,1.0406719,1.0506884,1.0408888,1.0382105,1.0594984,1.0614078,1.0619959,1.0620877,1.0598801,1.0316876,0.97469455,1.0619706,1.0503231,1.0629963
427,428,1.0622095,1.0435045,1.060238,1.0484909,1.0720912,1.0637176,1.0256525,1.0614665,1.0719556,0.96167576,1.0016596,1.0696913,1.0634686,1.0601498,1.0731083,1.0646797,1.0627565,1.0643423,1.0764322,1.0591593,1.0774845,1.0556116,1.0703077,1.0611786,1.0537646,1.0566165,1.0466423,1.0430802,1.0523807,1.0711133,1.0667943,1.0580739,1.0416163,1.041401,1.0419431,1.0725793,1.0665119,1.0438466,1.0771013,1.0752274,,0.98624939,0.945584,0.91817355,0.95274305,0.97720122,0.97549194,0.95457089,0.92651075,,0.98265219,0.96694112,0.99843419,0.99580252,0.98394102,0.93740886,0.94867122,0.94655675,0.99666244,0.99762225,0.89845806,0.96874571,0.98130798,1.0141046,1.0189091,0.9983747,0.94845456,1.0217962,0.97324622,0.95725042,0.94611621,,0.97661895,0.87964749,0.94411778,0.93835247,0.9366653,0.97456598,0.8778944,1.008078,0.90446496,0.96427834,0.93747473,1.055994,1.0514343,1.047217,1.0643433,1.0452547,1.0612878,1.0512291,1.0512067,1.0531849,1.0519173,1.0557193,1.0525333,1.050197,1.0061855,1.0453435,1.0329502,1.050642,1.0603709,1.0451722,0.94396865,1.0501435,1.0580242,1.0509992,1.0476987,1.0465608,1.048308,1.0406222,1.050753,1.0407891,1.0381306,1.0594699,1.0613838,1.0618485,1.0621024,1.0597453,1.0317026,0.97450727,1.0606893,1.0502412,1.0629492
428,429,1.0548745,1.0430833,1.059642,1.0485823,1.0718374,1.0636424,1.0253768,1.0613266,1.0719351,0.96106899,1.0014876,1.0692918,1.0631275,1.0597318,1.0669771,1.0645757,1.0627235,1.0644565,1.0763853,1.0593957,1.0772967,1.055654,1.0705184,1.0612578,1.0534518,1.0564859,1.0468224,1.0426536,1.0521846,1.0710502,1.0669268,1.0580508,1.0414416,1.0410831,1.0419254,1.0727533,1.0665709,1.0433528,1.077027,1.0751405,,0.98622239,0.94440621,0.91693336,0.95129108,0.97561944,0.97550869,0.95356101,0.92567867,,0.98197621,0.96597207,0.9976083,0.99448508,0.98265183,0.93591267,0.94730264,0.94473535,0.99535245,0.99695933,0.89655387,0.9670164,0.9803462,1.0127459,1.0181971,0.99713928,0.94656587,1.0210636,0.97193587,0.95559871,0.94387543,,0.97656125,0.87774658,0.94242495,0.9365589,0.93485266,0.97318405,0.87689918,1.0079428,0.90266663,0.96236551,0.93766856,1.0560334,1.0513343,1.0470874,1.064239,1.0450964,1.061178,1.0511893,1.0510528,1.053115,1.0518578,1.0556377,1.0524595,1.0502625,1.0059799,1.0451813,1.032974,1.0505556,1.0602951,1.0450526,0.94354051,1.049984,1.0579766,1.0508285,1.0476278,1.0466117,1.0482913,1.0405399,1.0505568,1.0406882,1.0381037,1.0594176,1.0613947,1.061874,1.0618536,1.0597688,1.0316216,0.97425359,1.0618954,1.0501564,1.0629133
429,430,1.056126,1.0432009,1.059759,1.0487123,1.0714206,1.0625418,1.025854,1.0609879,1.0719007,0.96106535,1.0003375,1.0690792,1.0626813,1.0600733,1.0724896,1.0640956,1.0625596,1.0645614,1.0763484,1.0590726,1.0771217,1.0561129,1.0701058,1.06102,1.0528754,1.0549916,1.0464052,1.0423101,1.0521612,1.0709937,1.0669307,1.0577443,1.0410759,1.0407484,1.0417204,1.0729455,1.0666243,1.0428071,1.0744967,1.07487,,0.98571861,0.94369835,0.91607749,0.95039272,0.9742499,0.97559917,0.95242512,0.92372626,,0.9808017,0.96483946,0.99667686,0.99431121,0.98139185,0.93379241,0.94618511,0.94335151,0.99474955,0.9955281,0.8942548,0.96623451,0.97924155,1.0124296,1.0169448,0.99610186,0.94472319,1.020295,0.96985012,0.95351547,0.94180971,,0.97421348,0.87526542,0.94072378,0.93453813,0.93243462,0.97234344,0.87790966,1.0076128,0.90100038,0.96122265,0.93669182,1.0557652,1.0513254,1.0470827,1.0642091,1.044976,1.0610505,1.0510377,1.0511059,1.0531156,1.0518504,1.0555636,1.0523814,1.0501319,1.0057782,1.0451591,1.0329124,1.0504999,1.060177,1.0451403,0.94306242,1.0499605,1.0579025,1.050724,1.0476127,1.0464609,1.048162,1.0404545,1.0505366,1.0406748,1.0379772,1.0593873,1.0612144,1.0617661,1.0618502,1.059767,1.0314062,0.97385943,1.0617282,1.0500915,1.0627359
430,431,1.0548544,1.0431235,1.0595382,1.0483465,1.0714854,1.0639052,1.0258166,1.0614407,1.0718795,0.96041209,0.99983704,1.0683757,1.0629107,1.0596335,1.0725912,1.0640481,1.0623511,1.0643358,1.0763351,1.0592457,1.0771273,1.0555412,1.0704937,1.0611218,1.0524923,1.0559863,1.0461026,1.0420446,1.0519319,1.0709976,1.0664328,1.0572004,1.0406412,1.0402954,1.0416064,1.0728793,1.0666137,1.0426956,1.0768895,1.0746148,,0.98474705,0.94262987,0.91502881,0.9490546,0.97302347,0.97353917,0.95186907,0.92277479,,0.97983015,0.96384168,0.99573046,0.99163491,0.98020226,0.93216324,0.94418418,0.94201481,0.99375266,0.99408495,0.89212823,0.96463668,0.97743195,1.0116396,1.0150477,0.99509591,0.94253397,1.0195946,0.96832293,0.95152557,0.93923432,,0.97427773,0.87291777,0.93880928,0.93295294,0.93043232,0.97087157,0.87499475,1.0077556,0.89936686,0.95956844,0.93665844,1.0558435,1.0511569,1.0469356,1.0641687,1.0448993,1.0608906,1.0509509,1.0509837,1.0530894,1.0517676,1.0554739,1.0523759,1.0500559,1.0057113,1.0450786,1.032644,1.0504732,1.0600375,1.0449799,0.94266862,1.0497907,1.0578665,1.0506516,1.0476128,1.0464227,1.0481595,1.0403594,1.0505291,1.040476,1.037958,1.0594156,1.0612296,1.0615947,1.0619107,1.0595832,1.0314223,0.97366303,1.061823,1.0499829,1.0627313
431,432,1.0401301,1.0434532,1.0601336,1.0490462,1.0713961,1.0640141,1.0254641,1.0615168,1.0718626,0.95998716,0.99944288,1.0685813,1.0624844,1.0596927,1.0723279,1.0635945,1.0616823,1.0644782,1.0763147,1.0593668,1.0760189,1.0558276,1.0701028,1.0610765,1.0512961,1.0560797,1.0456264,1.041935,1.0518661,1.0710876,1.0666507,1.0570425,1.0403132,1.0400449,1.0410388,1.0730586,1.0660927,1.0430099,1.0768442,1.0744033,,0.98482114,0.94153172,0.91269302,0.94778866,0.97168702,0.97032106,0.95021123,0.92199206,,0.97852546,0.96249044,0.99472129,0.99230611,0.97923058,0.93048954,0.94303441,0.94026887,0.99297637,0.9931953,0.89016706,0.96326429,0.97647673,1.0100218,1.0155149,0.99279171,0.94101328,1.0188268,0.96695644,0.94934636,0.93726587,,0.97119898,0.87031013,0.9371286,0.93111145,0.92846739,0.96967822,0.87222683,1.0076847,0.89788222,0.95802128,0.935965,1.0556631,1.0511785,1.0468606,1.0641556,1.0447315,1.0607948,1.0508488,1.0510026,1.0529844,1.0517719,1.0554736,1.0523182,1.049904,1.0055513,1.0450855,1.0326828,1.0506461,1.060011,1.0449992,0.94222152,1.049692,1.0577824,1.0504826,1.0474544,1.0463352,1.0481318,1.0402526,1.0505459,1.0403695,1.0377808,1.0592639,1.0611993,1.0616511,1.0619383,1.0594845,1.0313962,0.97338033,1.0616953,1.0500004,1.0626832
432,433,1.0560426,1.0434324,1.0594476,1.0487667,1.0713171,1.0640682,1.0256455,1.0613841,1.0718318,0.95975924,0.99925286,1.0683832,1.0620697,1.05911,1.0696456,1.063567,1.0616215,1.0643767,1.0763103,1.0588089,1.0773396,1.055738,1.070076,1.0607524,1.0525681,1.055997,1.0456821,1.0419602,1.051639,1.0711068,1.0667835,1.0565548,1.0399307,1.0395725,1.0408431,1.0730672,1.066264,1.0426883,1.0767261,1.0742033,,0.98337078,0.94080597,0.91297805,0.94624424,0.97017026,0.97261274,0.94965029,0.9205932,,0.97750032,0.96141022,0.99386853,0.99185187,0.97841597,0.92867184,0.94160765,0.93871993,0.99202174,0.99200666,0.88839793,0.96225369,0.97491884,1.0096098,1.0142412,0.99298477,0.93902069,1.0179708,0.96494395,0.94730729,0.93519145,,0.9725585,0.86797786,0.93520033,0.92937726,0.9265911,0.96829373,0.8695578,1.0074795,0.89594066,0.9567126,0.93497193,1.0555658,1.0511215,1.0466365,1.0640888,1.0447313,1.0607011,1.0507689,1.049709,1.0529137,1.051751,1.0553727,1.0523785,1.049841,1.005368,1.045056,1.0326182,1.0503081,1.0598899,1.0450393,0.94189632,1.0495656,1.0577601,1.0503726,1.0474521,1.046293,1.0480976,1.0402163,1.0504237,1.0403432,1.0377475,1.0591983,1.0610701,1.0616145,1.061904,1.0594941,1.0311931,0.97330141,1.0616059,1.0497949,1.0626397
433,434,1.0644474,1.0430388,1.0593098,1.0488008,1.0712308,1.0640653,1.0251144,1.0614052,1.0718457,0.95807165,0.99870098,1.0684401,1.0621803,1.0594623,1.071676,1.0634218,1.0613333,1.0635252,1.0762957,1.0570979,1.0773839,1.0553405,1.0698804,1.0603169,1.0522121,1.0557462,1.0443254,1.0418788,1.0511301,1.0709112,1.066705,1.0566618,1.0399368,1.0386992,1.0403659,1.073015,1.0661023,1.042567,1.0767663,1.0740587,,0.9835431,0.93947101,0.91146773,0.94506538,0.96901703,0.97110498,0.94828606,0.91949296,,0.97631675,0.96113414,0.99309379,0.9911055,0.97672021,0.92715412,0.9401598,0.93714619,0.99142057,0.99065399,0.88588935,0.96105027,0.97416586,1.0089308,1.0135615,0.9915334,0.93699205,1.0173041,0.96331114,0.94525045,0.93298435,,0.97132832,0.86541855,0.93354923,0.92767739,0.92431432,0.96695977,0.8666786,1.0072916,0.89407933,0.95505279,0.93462777,1.0555454,1.0509783,1.0466166,1.0640112,1.0445616,1.060621,1.0506632,1.0507655,1.0528656,1.0516428,1.0553091,1.0522443,1.0498053,1.0051602,1.0450227,1.0323478,1.0502719,1.0598601,1.0449733,0.94145918,1.0495163,1.0577722,1.0503151,1.0473133,1.0462542,1.0480058,1.0400873,1.0505092,1.0402492,1.0376458,1.059166,1.0610591,1.0615256,1.0616965,1.0594492,1.0312563,0.97296226,1.0615369,1.0498093,1.0625587
434,435,1.0630734,1.0431043,1.059085,1.0482315,1.0711191,1.0640577,1.0253859,1.061375,1.0718414,0.95822573,0.99834901,1.0683688,1.0620556,1.0594201,1.0704237,1.0630779,1.0612962,1.0639251,1.0763396,1.0585394,1.0774003,1.0558082,1.0695958,1.0599557,1.0522661,1.0553422,1.0451853,1.0415711,1.0511085,1.0707564,1.0662615,1.0563582,1.0394204,1.0381036,1.03992,1.0730091,1.0659472,1.0425105,1.0767019,1.073988,,0.98377454,0.93880033,0.9100551,0.94383603,0.96761149,0.96902782,0.946477,0.91829628,,0.97565305,0.95948112,0.99198872,0.99025792,0.97553855,0.92578316,0.93870717,0.93511391,0.98990601,0.98914546,0.88376671,0.95907325,0.97199047,1.0066813,1.012886,0.99010664,0.93491167,1.0165181,0.96181881,0.94319594,0.93076545,,0.97045106,0.86328185,0.9317233,0.92573613,0.92251569,0.96559525,0.86375076,1.0070029,0.89248693,0.95381242,0.93421108,1.0554792,1.0510206,1.0465065,1.0639194,1.044443,1.0605156,1.0505909,1.0508302,1.052792,1.0516386,1.0552905,1.0523001,1.0497611,1.0050632,1.0449836,1.0322429,1.0499327,1.059742,1.0448034,0.94083565,1.0493977,1.0576299,1.0502533,1.0473057,1.046194,1.047961,1.0400491,1.0504516,1.0401036,1.0375942,1.0591257,1.0609894,1.0614305,1.061553,1.0593522,1.0310631,0.97275609,1.0615278,1.0496416,1.0625457
435,436,1.0643857,1.043189,1.0589902,1.0483861,1.0710784,1.0639529,1.0249221,1.060246,1.0719668,0.95768565,0.99816984,1.068167,1.0624202,1.0592837,1.0716255,1.0632097,1.061149,1.0634606,1.0764672,1.0584158,1.0773647,1.0557138,1.0692041,1.0597737,1.0520625,1.0556172,1.0449079,1.0410159,1.0504481,1.0706342,1.0660992,1.0562603,1.0396551,1.0374173,1.0393873,1.0728327,1.0659946,1.0422666,1.0766567,1.0739484,,0.98244041,0.93735784,0.90906894,0.94266611,0.96618056,0.96731883,0.94564778,0.91687471,,0.97377932,0.958812,0.99085224,0.9896515,0.97372043,0.92371178,0.93746769,0.93389493,0.98938459,0.98768437,0.88190752,0.95743436,0.97099513,1.0067884,1.0103968,0.98861086,0.93305552,1.0159017,0.96009713,0.94077462,0.92703748,,0.96920961,0.86099112,0.93013698,0.92410785,0.92036819,0.9645524,0.86119336,1.0070715,0.89085054,0.95238888,0.93353164,1.055491,1.0509666,1.0464548,1.0637914,1.0443594,1.0604885,1.0504885,1.0508208,1.0527167,1.0515282,1.0552444,1.052269,1.0496367,1.0049146,1.0448409,1.032113,1.0501269,1.0598239,1.0447716,0.94065553,1.0492479,1.0575709,1.0500953,1.0472248,1.0461071,1.0479398,1.0400772,1.050422,1.0399536,1.0374545,1.0590398,1.0609151,1.0614171,1.0617075,1.0593096,1.0309868,0.97246331,1.061388,1.0496453,1.0625021
436,437,1.0652679,1.0426102,1.0597049,1.0481381,1.0710615,1.0638697,1.0252177,1.0611564,1.0719211,0.95689088,0.99734223,1.0686289,1.062169,1.0597581,1.0691458,1.0630612,1.0609705,1.062946,1.0764256,1.0582423,1.0773034,1.0550885,1.0692825,1.0597458,1.0518928,1.0553343,1.0450269,1.0409422,1.0499576,1.0704882,1.0665351,1.0556715,1.0394723,1.0368571,1.0386926,1.0725532,1.0661643,1.0423677,1.076812,1.0738982,,0.98178375,0.93674684,0.90786684,0.94117767,0.96482193,0.96758711,0.94475532,0.91540951,,0.97272086,0.95793122,0.98992842,0.98839766,0.97282338,0.92223072,0.93569207,0.93222606,0.98839378,0.98628235,0.87933683,0.95633286,0.96985257,1.005868,1.0108966,0.98717529,0.93097615,1.015107,0.95837343,0.93893117,0.9261331,,0.96810305,0.85872793,0.92844313,0.92238343,0.91821897,0.96300101,0.85826325,1.0067829,0.88900661,0.95093775,0.93274176,1.0554501,1.0508504,1.0462462,1.0636746,1.0442394,1.0603395,1.0503433,1.0507851,1.0526599,1.051495,1.0551172,1.0522801,1.0494553,1.0048078,1.0448707,1.0320685,1.0501274,1.0596036,1.0446199,0.94021195,1.0491154,1.0575504,1.0498505,1.047213,1.0461165,1.047887,1.039992,1.0503113,1.0398351,1.0374526,1.0589497,1.0608644,1.0613687,1.0616509,1.0592397,1.0310134,0.97225517,1.0614895,1.049572,1.0623757
437,438,1.0605631,1.0428801,1.0590247,1.0471705,1.0709999,1.0635996,1.0248585,1.0610532,1.0717525,0.95661366,0.99777615,1.0686487,1.0620012,1.0598553,1.0703197,1.063098,1.0608575,1.0632533,1.0762469,1.0577652,1.0772216,1.0548428,1.0688233,1.0593517,1.0517224,1.0553819,1.0444952,1.0408796,1.0496014,1.0704781,1.0665102,1.0556878,1.0393198,1.0365162,1.0379277,1.0722946,1.0663625,1.0418359,1.0768085,1.073838,,0.98153776,0.93529677,0.90626895,0.93977582,0.9631018,0.96617675,0.94368249,0.91424918,,0.97215331,0.95643008,0.98900503,0.98789728,0.97189236,0.92031306,0.93442011,0.93061608,0.98400074,0.98542958,0.87757158,0.95475978,0.96843207,1.0049095,1.0100051,0.98611617,0.92915559,1.0144269,0.95695889,0.93685144,0.92402154,,0.96716636,0.85614914,0.92656118,0.92046428,0.91654921,0.96171367,0.85540187,1.006759,0.88755983,0.94979483,0.9325518,1.0553398,1.050738,1.0461364,1.063619,1.0441179,1.0603216,1.0502939,1.0507731,1.0526334,1.0515357,1.0551561,1.0521351,1.0494198,1.0046227,1.0447907,1.032022,1.0499562,1.0595492,1.0446433,0.93967664,1.0490732,1.0575255,1.0497921,1.0471205,1.0460143,1.0478454,1.0398681,1.050324,1.0397867,1.0372983,1.0587935,1.0607877,1.0613003,1.0615541,1.0590663,1.030827,0.9717893,1.0612322,1.0494554,1.0622939
